V,I,P,Irr,T
57.9875,1.400710405,81.22369463,100,50
58.21545,1.400673547,81.54084086,100,50
58.4434,1.400636689,81.85797027,100,50
58.67135,1.40059983,82.17508284,100,50
58.8993,1.400562971,82.49217859,100,50
59.12725,1.400526111,82.8092575,100,50
59.3552,1.400489251,83.12631959,100,50
59.58315,1.40045239,83.44336484,100,50
59.8111,1.400415529,83.76039326,100,50
60.03905,1.400378668,84.07740485,100,50
60.267,1.400341806,84.3943996,100,50
60.49495,1.400304943,84.71137752,100,50
60.7229,1.40026808,85.0283386,100,50
60.95085,1.400231216,85.34528284,100,50
61.1788,1.400194352,85.66221024,100,50
61.40675,1.400157488,85.9791208,100,50
61.6347,1.400120622,86.29601452,100,50
61.86265,1.400083757,86.6128914,100,50
62.0906,1.40004689,86.92975143,100,50
62.31855,1.400010023,87.24659462,100,50
62.5465,1.399973155,87.56342096,100,50
62.77445,1.399936287,87.88023045,100,50
63.0024,1.399899418,88.19702309,100,50
63.23035,1.399862548,88.51379888,100,50
63.4583,1.399825678,88.83055781,100,50
63.68625,1.399788807,89.14729989,100,50
63.9142,1.399751935,89.46402511,100,50
64.14215,1.399715062,89.78073348,100,50
64.3701,1.399678189,90.09742498,100,50
64.59805,1.399641315,90.41409963,100,50
64.826,1.39960444,90.7307574,100,50
65.05395,1.399567564,91.04739832,100,50
65.2819,1.399530687,91.36402236,100,50
65.50985,1.39949381,91.68062954,100,50
65.7378,1.399456931,91.99721984,100,50
65.96575,1.399420052,92.31379327,100,50
66.1937,1.399383171,92.63034983,100,50
66.42165,1.39934629,92.9468895,100,50
66.6496,1.399309408,93.2634123,100,50
66.87755,1.399272524,93.57991821,100,50
67.1055,1.39923564,93.89640723,100,50
67.33345,1.399198754,94.21287937,100,50
67.5614,1.399161868,94.52933462,100,50
67.78935,1.39912498,94.84577297,100,50
68.0173,1.399088091,95.16219443,100,50
68.24525,1.399051201,95.47859898,100,50
68.4732,1.39901431,95.79498664,100,50
68.70115,1.398977417,96.11135739,100,50
68.9291,1.398940523,96.42771123,100,50
69.15705,1.398903628,96.74404816,100,50
69.385,1.398866732,97.06036818,100,50
69.61295,1.398829834,97.37667128,100,50
69.8409,1.398792934,97.69295746,100,50
70.06885,1.398756034,98.00922671,100,50
70.2968,1.398719131,98.32547904,100,50
70.52475,1.398682228,98.64171443,100,50
70.7527,1.398645322,98.95793288,100,50
70.98065,1.398608415,99.2741344,100,50
71.2086,1.398571506,99.59031897,100,50
71.43655,1.398534596,99.9064866,100,50
71.6645,1.398497684,100.2226373,100,50
71.89245,1.39846077,100.538771,100,50
72.1204,1.398423854,100.8548877,100,50
72.34835,1.398386937,101.1709875,100,50
72.5763,1.398350017,101.4870703,100,50
72.80425,1.398313095,101.8031362,100,50
73.0322,1.398276172,102.119185,100,50
73.26015,1.398239246,102.4352169,100,50
73.4881,1.398202318,102.7512318,100,50
73.71605,1.398165388,103.0672297,100,50
73.944,1.398128456,103.3832106,100,50
74.17195,1.398091521,103.6991744,100,50
74.3999,1.398054585,104.0151213,100,50
74.62785,1.398017645,104.3310511,100,50
74.8558,1.397980703,104.6469639,100,50
75.08375,1.397943759,104.9628597,100,50
75.3117,1.397906812,105.2787384,100,50
75.53965,1.397869862,105.5946001,100,50
75.7676,1.39783291,105.9104448,100,50
75.99555,1.397795954,106.2262723,100,50
76.2235,1.397758996,106.5420829,100,50
76.45145,1.397722035,106.8578763,100,50
76.6794,1.397685071,107.1736526,100,50
76.90735,1.397648104,107.4894119,100,50
77.1353,1.397611133,107.805154,100,50
77.36325,1.397574159,108.1208791,100,50
77.5912,1.397537182,108.436587,100,50
77.81915,1.397500201,108.7522778,100,50
78.0471,1.397463217,109.0679514,100,50
78.27505,1.397426229,109.383608,100,50
78.503,1.397389238,109.6992473,100,50
78.73095,1.397352242,110.0148695,100,50
78.9589,1.397315243,110.3304745,100,50
79.18685,1.397278239,110.6460623,100,50
79.4148,1.397241232,110.961633,100,50
79.64275,1.39720422,111.2771864,100,50
79.8707,1.397167204,111.5927226,100,50
80.09865,1.397130183,111.9082416,100,50
80.3266,1.397093158,112.2237433,100,50
80.55455,1.397056128,112.5392277,100,50
80.7825,1.397019094,112.8546949,100,50
81.01045,1.396982054,113.1701448,100,50
81.2384,1.396945009,113.4855774,100,50
81.46635,1.396907959,113.8009927,100,50
81.6943,1.396870904,114.1163907,100,50
81.92225,1.396833844,114.4317713,100,50
